epoch,phase,kl_div_1_fwd,kl_div_2_fwd,kl_div_total_fwd,entropy_x_fwd,entropy_y_fwd,joint_entropy_fwd,mutual_info_fwd,cond_entropy_x_given_y,cond_entropy_y_given_x,mu_1_fwd,sigma_1_fwd,mu_2_fwd,sigma_2_fwd,kl_div_1_bwd,kl_div_2_bwd,kl_div_total_bwd,mutual_info_bwd,mu_1_bwd,sigma_1_bwd,mu_2_bwd,sigma_2_bwd,corr_x2_to_x1,corr_x1_to_x2,mae_x2_to_x1,mae_x1_to_x2,best_kl_total,best_epoch,current_lr
1,warmup,43.73951921345066,0.0019446391569725857,43.74146385260764,3.685172639400502,1.3816737944887856,5.067773539878102,-0.000927105988814958,3.6860997453893165,1.3826009004776,1.8460034132003784,9.643017768859863,10.034346580505371,0.9634210467338562,0.0019446391569725857,151.70025866683312,151.70220330599008,0.04867942975579531,2.034346580505371,0.9634210467338562,15.11030101776123,16.850343704223633,0.012115614470622567,0.30754394911104554,5.814897,9.8356905,inf,0,1.864276568501921e-05
2,warmup,0.019724202642796534,0.0019446391569725857,0.02166884179976912,1.3719918616672835,1.3816737944887856,2.5974425717379397,0.15622308441812915,1.215768777249154,1.2254507100706562,2.1875505447387695,0.9541382789611816,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.1399242735783427,0.14186891273531527,0.3610349012640639,2.034346580505371,0.9634210467338562,10.106887817382812,1.3862041234970093,0.5194300220759577,0.7177918825530396,0.7418394,0.72741956,97.72183357929886,1,2.7861715749039698e-05
3,warmup,0.0001345725190424304,0.0019446391569725857,0.002079211676015016,1.4186435659237526,1.3816737944887856,2.2806759353329644,0.5196414250795738,0.8990021408441788,0.8620323694092118,1.9835996627807617,0.9997050762176514,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.0028610238306145536,0.004805662987587139,0.9059196372291543,2.034346580505371,0.9634210467338562,10.06318187713623,1.0295544862747192,0.8043623567387218,0.9148623689625601,0.46060526,0.31416407,0.0817688772675422,2,3.65044814340589e-05
4,warmup,0.009611933070910225,0.0019446391569725857,0.011556572227882811,1.498622264793002,1.3816737944887856,2.190596766393685,0.6896992928881027,0.8089229719048996,0.6919745016006831,2.076305389404297,1.0829445123672485,10.034346580505371,0.9634210467338562,0.0019446391569725857,9.083062697001418e-05,0.0020354697839426,1.422494082589744,2.034346580505371,0.9634210467338562,9.992244720458984,1.0078048706054688,0.8653168881257209,0.9705571894221042,0.39201513,0.18519327,0.0034424373318010775,3,4.572343149807938e-05
5,warmup,0.00410359802613609,0.0019446391569725857,0.0060482371831086755,1.4264804075713011,1.3816737944887856,1.7352519124131602,1.0729022896469267,0.35357811792437466,0.3087715048418591,2.0899603366851807,1.0075703859329224,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.0022015900874452557,0.004146229244417841,1.5768914422881517,2.034346580505371,0.9634210467338562,10.038527488708496,0.9620441794395447,0.9398191047424976,0.9784656402536523,0.26834688,0.15297195,0.0034424373318010775,3,5.494238156209988e-05
6,warmup,0.004315257100293804,0.0019446391569725857,0.00625989625726639,1.3736236725154087,1.3816737944887856,1.353090082885344,1.40220738411885,-0.02858371160344153,-0.020533589630064686,2.0681538581848145,0.9556965231895447,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.0018579371016461572,0.003802576258618743,1.845998687595637,2.034346580505371,0.9634210467338562,10.056028366088867,0.983067512512207,0.9693187470895329,0.98748551703496,0.19124384,0.123205036,0.0034424373318010775,3,6.358514724711907e-05
7,warmup,0.0024892966995452084,0.0019446391569725857,0.004433935856517794,1.3713974741376207,1.3816737944887856,1.1767911026735975,1.5762801659528087,-0.20488269181518803,-0.19460637146402315,2.024458408355713,0.9535713195800781,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.002976331862130057,0.004920971019102643,2.006770508549803,2.034346580505371,0.9634210467338562,10.069161415100098,0.9759180545806885,0.9784390056720738,0.9909423916347196,0.15785831,0.110096894,0.0034424373318010775,3,7.280409731113958e-05
8,warmup,0.003689508904778656,0.0019446391569725857,0.0056341480617512416,1.3797728360092993,1.3816737944887856,0.8999041937799301,1.861542436718155,-0.48176960070885544,-0.4798686422293692,2.0662546157836914,0.961591362953186,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.001744236457018919,0.0036888756139915047,2.196225115821819,2.034346580505371,0.9634210467338562,10.043713569641113,0.9720471501350403,0.9878709281121628,0.9938080031210594,0.12184146,0.08669429,0.0034424373318010775,3,8.144686299615877e-05
9,warmup,0.002555988500033385,0.0019446391569725857,0.0045006276570059706,1.3680422398710945,1.3816737944887856,0.7105092828652038,2.0392067514946763,-0.6711645116235818,-0.6575329570058908,2.010125160217285,0.9503772258758545,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.00200378042387625,0.003948419580848836,2.210944767342612,2.034346580505371,0.9634210467338562,10.016456604003906,0.9570912718772888,0.9915137630732975,0.993988177429982,0.102336064,0.08595631,0.0034424373318010775,3,9.066581306017926e-05
10,cooperative,0.0024542677321203327,0.0019446391569725857,0.004398906889092918,1.3848906229181757,1.3816737944887856,0.5487546220621153,2.217809795344846,-0.8329191724266702,-0.8361360008560603,2.0513980388641357,0.9665251970291138,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.002757033302954362,0.004701672459926948,2.3351910085148564,2.034346580505371,0.9634210467338562,10.048389434814453,0.9604399800300598,0.9940704004072107,0.9953140398143276,0.08410968,0.07759631,0.0034424373318010775,3,1e-05
11,cooperative,0.24692825428337203,0.0019446391569725857,0.24887289344034463,1.4080780384124092,1.3816737944887856,0.5885383675888614,2.2012134653123336,-0.7931354268999242,-0.8195396708235478,2.702582597732544,0.9891982674598694,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.22644688543496405,0.22839152459193662,2.283343364419461,2.034346580505371,0.9634210467338562,9.331548690795898,0.9454394578933716,0.9938696608530027,0.994800703846937,0.6682361,0.7027979,0.0034424373318010775,3,1e-05
12,cooperative,0.20933392989153488,0.0019446391569725857,0.21127856904850745,1.3946794399911235,1.3816737944887856,0.5690742813243368,2.2072789531555723,-0.8125995131644488,-0.8256051586667867,2.6461498737335205,0.9760327935218811,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.1825768735610846,0.18452151271805717,2.2309888751907794,2.034346580505371,0.9634210467338562,9.398467063903809,0.9595865607261658,0.9939438043289031,0.9942251000925886,0.61180353,0.6358796,0.0034424373318010775,3,1e-05
13,cooperative,0.11810356311344675,0.0019446391569725857,0.12004820227041933,1.3885867607004725,1.3816737944887856,0.4994784506181298,2.2707821045711283,-0.8821953438706558,-0.8891083100823427,2.4841501712799072,0.9701042175292969,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.11091593414250052,0.1128605732994731,2.257390438372059,2.034346580505371,0.9634210467338562,9.532279014587402,0.9610867500305176,0.9946680750798969,0.9945229395359166,0.44980368,0.50206745,0.0034424373318010775,3,1e-05
14,cooperative,0.1842949968309542,0.0019446391569725857,0.1862396359879268,1.3913810825446364,1.3816737944887856,0.5562818654770156,2.2167730115564064,-0.8253919290117699,-0.8350992170676208,2.605886697769165,0.9728187918663025,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.17290050972530685,0.17484514888227942,2.2422121037676797,2.034346580505371,0.9634210467338562,9.414277076721191,0.9632865786552429,0.9940580557084251,0.9943536460730518,0.5715402,0.6200685,0.0034424373318010775,3,1e-05
15,cooperative,0.13704290112217427,0.0019446391569725857,0.13898754027914684,1.3646307782668248,1.3816737944887856,0.5137366819258156,2.232567890829795,-0.86793711256297,-0.8508940963410092,2.518068552017212,0.9471405744552612,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.13216679460331793,0.1341114337602905,2.2776782911012363,2.034346580505371,0.9634210467338562,9.486425399780273,0.9830964803695679,0.9942433609269086,0.9947413027373929,0.48372212,0.54792076,0.0034424373318010775,3,1e-05
16,cooperative,0.17677783342548065,0.0019446391569725857,0.17872247258245322,1.3746945145894438,1.3816737944887856,0.5267596500826466,2.229608658995583,-0.854914144406139,-0.8479348645067972,2.591399669647217,0.9567204713821411,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.15970531992104733,0.16164995907801993,2.291064719195273,2.034346580505371,0.9634210467338562,9.43594741821289,0.9750522971153259,0.9942090900650169,0.9948805828181251,0.5570531,0.59839904,0.0034424373318010775,3,1e-05
17,cooperative,0.31358005914694054,0.0019446391569725857,0.3155246983039131,1.362495259574524,1.3816737944887856,0.434499834604094,2.3096692194592157,-0.9471739598846916,-0.9279954249704301,2.7880492210388184,0.945120096206665,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.28972140529748386,0.29166604445445643,2.249063802590337,2.034346580505371,0.9634210467338562,9.239293098449707,0.9804707765579224,0.9950680340438571,0.9944307073606482,0.75370264,0.79505336,0.0034424373318010775,3,1e-05
18,cooperative,0.19189707068288325,0.0019446391569725857,0.19384170983985582,1.365060945998289,1.3816737944887856,0.46662874083256867,2.2801059996545057,-0.9150450536562169,-0.8984322051657203,2.6149728298187256,0.9475480914115906,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.17545052502170977,0.17739516417868234,2.303146586650207,2.034346580505371,0.9634210467338562,9.408172607421875,0.9821458458900452,0.9947668410800624,0.9950031117710758,0.5806265,0.6261732,0.0034424373318010775,3,1e-05
19,cooperative,0.2590897630793496,0.0019446391569725857,0.2610344022363222,1.3481489525452386,1.3816737944887856,0.4820389798877751,2.2477837671462493,-0.8996348146010105,-0.8661099726574635,2.7131717205047607,0.9316579103469849,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.23573697760785603,0.23768161676482863,2.2698800125171794,2.034346580505371,0.9634210467338562,9.313492774963379,0.990481436252594,0.9944163919190477,0.9946584205578655,0.6788252,0.7208533,0.0034424373318010775,3,1e-05
20,cooperative,0.1449127454330881,0.0019446391569725857,0.1468573845900607,1.3397325878144046,1.3816737944887856,0.45345252453883145,2.2679538577643585,-0.9282212699499541,-0.8862800632755732,2.527176856994629,0.9238496422767639,10.034346580505371,0.9634210467338562,0.0019446391569725857,0.1343337112543076,0.13627835041128017,2.3115055244942058,2.034346580505371,0.9634210467338562,9.48172664642334,1.0054892301559448,0.9946377477575488,0.9950861581461132,0.49283013,0.5526202,0.0034424373318010775,3,1e-05
