epoch,phase,kl_div_1_fwd,kl_div_2_fwd,kl_div_total_fwd,entropy_x_fwd,entropy_y_fwd,joint_entropy_fwd,mutual_info_fwd,cond_entropy_x_given_y,cond_entropy_y_given_x,mu_1_fwd,sigma_1_fwd,mu_2_fwd,sigma_2_fwd,kl_div_1_bwd,kl_div_2_bwd,kl_div_total_bwd,mutual_info_bwd,mu_1_bwd,sigma_1_bwd,mu_2_bwd,sigma_2_bwd,corr_x2_to_x1,corr_x1_to_x2,mae_x2_to_x1,mae_x1_to_x2,best_kl_total,best_epoch,current_lr
1,warmup,75908.8695065846,0.0013855319227132597,75908.87089211652,6.80933195693393,1.4258024774713152,8.234376471646442,0.0007579627588025772,6.808573994175127,1.4250445147125124,-320.0893859863281,219.28964233398438,9.94826602935791,1.0068875551223755,0.0013855935951226613,7762.412492186688,7762.413877780283,0.010078697676260795,1.9482648372650146,1.0068875551223755,89.17623138427734,96.260498046875,-0.05924959618366019,-0.1480357384606138,337.68353,99.01962,inf,0,1.864276568501921e-06
2,warmup,16153.743654609536,0.0013855319227132597,16153.745040141459,6.517432123724143,1.4258024774713152,7.939848088071847,0.0033865131236110457,6.514045610600532,1.422415964347704,-72.1379165649414,163.77500915527344,9.94826602935791,1.0068875551223755,0.0013855935951226613,4802.724226828408,4802.725612422003,0.0017936186189118075,1.9482648372650146,1.0068875551223755,61.168521881103516,83.64857482910156,-0.09346355805142414,-0.07464931945163163,142.2935,74.698074,41835.642384948405,1,2.7861715749039698e-06
3,warmup,4410.480025292356,0.0013855319227132597,4410.481410824279,5.961713407552588,1.4258024774713152,7.388360142694092,-0.0008442576701890303,5.962557665222777,1.426646735141504,-0.0563652329146862,93.95114135742188,9.94826602935791,1.0068875551223755,0.0013855935951226613,2571.3760323332253,2571.3774179268203,0.002765178238206545,1.9482648372650146,1.0068875551223755,44.52578353881836,62.92858123779297,-0.017669763117010344,-0.08661907850142651,71.64049,51.055927,10478.23532628173,2,3.65044814340589e-06
4,warmup,950.6221974367303,0.0013855319227132597,950.623582968653,5.196300706813602,1.4258024774713152,6.621997270457712,0.00010591382720548381,5.196194792986397,1.4256965636441095,1.7646831274032593,43.70061492919922,9.94826602935791,1.0068875551223755,0.0013855935951226613,993.7019730734844,993.7033586670796,-0.0008221777393000451,1.9482648372650146,1.0068875551223755,28.114540100097656,40.837318420410156,-0.0470116911253766,-0.01887704694872035,31.933516,29.538954,3490.9294143755496,3,4.572343149807938e-06
5,warmup,59.81511591122145,0.0013855319227132597,59.81650144314416,3.8294948381533533,1.4258024774713152,5.254560072637334,0.0007372429873342412,3.828757595166019,1.4250652344839807,3.161142587661743,11.140156745910645,9.94826602935791,1.0068875551223755,0.0013855935951226613,321.7497552483027,321.7511408418978,-0.0009036153499089039,1.9482648372650146,1.0068875551223755,20.285303115844727,23.345510482788086,-0.05889966536504251,0.013908723243027483,6.9887958,15.759747,972.1634708178663,4,5.494238156209988e-06
6,warmup,0.3284229246898918,0.0013855319227132597,0.32980845661260505,1.8850046266864837,1.4258024774713152,3.304296055995337,0.00651104816246173,1.878493578524022,1.4192914293088534,2.2214927673339844,1.593712329864502,9.94826602935791,1.0068875551223755,0.0013855935951226613,26.940891097358886,26.94227669095401,0.023627182870343155,1.9482648372650146,1.0068875551223755,11.399560928344727,7.54754638671875,0.12210920837668712,0.21923006875072604,1.3036175,4.434296,190.78382114252096,5,6.358514724711908e-06
7,warmup,6.723500709525485e-05,0.0013855319227132597,0.0014527669298085146,1.4196655647287435,1.4258024774713152,2.7622752933675474,0.08319274883251149,1.3364728158962322,1.342609728638804,2.0115504264831543,1.0007272958755493,9.94826602935791,1.0068875551223755,0.0013855935951226613,1.1389874467942542,1.1403730403893768,0.1255546560023575,1.9482648372650146,1.0068875551223755,9.978724479675293,2.204129695892334,0.3936657450609149,0.4728821386216071,0.8144975,1.421582,13.636042573783307,6,7.280409731113958e-06
8,warmup,0.012776332213840433,0.0013855319227132597,0.014161864136553692,1.5267327586281754,1.4258024774713152,2.761614292429552,0.1909209436699384,1.3358118149582368,1.2348815338013766,2.023439407348633,1.1138185262680054,9.94826602935791,1.0068875551223755,0.0013855935951226613,0.25273495595319034,0.254120549548313,0.3415418952380289,1.9482648372650146,1.0068875551223755,9.822306632995605,1.5205308198928833,0.5645896777918475,0.704238903118625,0.6573822,0.8457227,0.5709129036595927,7,8.144686299615877e-06
9,warmup,0.017940113149014433,0.0013855319227132597,0.019325645071727692,1.5159463503736754,1.4258024774713152,2.5466730598488185,0.39507576799617183,1.1208705823775034,1.030726709475143,1.8743791580200195,1.101868987083435,9.94826602935791,1.0068875551223755,0.0013855935951226613,0.08960294102687033,0.090988534621993,0.48729207454382184,1.9482648372650146,1.0068875551223755,9.935837745666504,1.3091238737106323,0.7396830009934389,0.7895599932460934,0.5803574,0.6275754,0.13414120684243333,8,9.066581306017927e-06
10,cooperative,0.012363925776793627,0.0013855319227132597,0.013749457699506886,1.5141360213692834,1.4258024774713152,2.3938153384193424,0.5461231604212564,0.9680128609480272,0.879679317050059,1.9265458583831787,1.099876046180725,9.94826602935791,1.0068875551223755,0.0013855935951226613,0.04907494372418525,0.05046053731930791,0.6691420906257539,1.9482648372650146,1.0068875551223755,9.761393547058105,1.1468318700790405,0.8156030978463787,0.8592024893271862,0.5130713,0.4596762,0.055157089846860345,9,1.0000000000000002e-06
